"StudyID","ArticleCounter","ExperimentCounter","No.","CoderID","ArticleID","StudyNo","StudyType","Experimental_Drug","EffectSizeID","Year","PublicationStatus","PublicationType","Journal","Title","Author","CorrespondenceEmail","DOI","ArticleSource","Country_RegionofOrigin","Continent","SampleNo","SampleSize","Female","FemaleRatio","MeanAge","StudyDesign","IBASampleInfo","IBASampleRandomization","IBAInclusion","IBAExclusion","IBAManipulationInfo","IBADVInfo","IBABaselineTraumaHistory","IBADiaryCodingReliability","IBAAnalysisPlan","IBAPeerReviewed","IBATraumaManipulationCheck","TotalIBAScore","StatExtracted","ExperimentalCondition","Step1_ExperimentalCondition","Intrusion_Predicted_Direction","ComparisonCondition","ComparisonType","Step1_ComparisonCondition","Step2_Individual_technique","Step3_Technique_procedure","Step4_Hypothesized_mechanism","Step4a_Direct_Indirect_involvement","Step4b_Task_Instruction","ExperimentalConditionSampleSize","ComparisonConditionSampleSize","StudySampleSize","TimeOfManipulation","TraumaInductionStimuli","EncodingTask","StimuliNo.","StimuliDuration","DependentVariables","DependentVariablesType","DVTask","ModeOfMeasurement","TimeOfMeasurement","MeasurementDuration","Intrusion_Retro_or_RealTime","Intrusion_Content","ManipulationBeneficial","ResultSummary","PhysioMeasures","ClinicalSymptomMeasures","VoluntaryMemoryMeasure","VoluntaryMemoryDirection","Experimental_Mean","Experimental_SE","Experimental_SD","Comparison_Mean","Comparison_SE","Comparison_SD","GroupDifference","T.test","Z.test","pvalue","EffectSize","EffectSizeType","Notes_fromMo","Notes_fromSZ","DirectionSignSZ","DirectionSignMo","TraumaStimuliType","Physio_binary","Citation_ExpLevel","Citation","Citation_ExpLevel_Detailed","Level2_detailed","ManipulationDiff","TimeDiff","MeasurementDiff","DelayedInterval","sign","F.test","U.test","t.test","CohenD","yi","vi","se","Lower.Limit","Upper.Limit","Z.value","p.value","StudentizedResiduals","outliers","cooks","cooks_inf","DFBETAS","DFBETAS_inf"
11,NA,1,43,"MMV & SZ",7,2,"Behavioural",NA,43,2015,"Published","Journal Article","Psychological Science","Computer Game Play Reduces Intrusive Memories of Experimental Trauma via Reconsolidation-Update Mechanisms ","James, E., L., Bonsall, M., B., Hoppitt, L, Tunbridge, E., M., Geddes, J., R., Milton, A., L., & Holmes, E., A. ","emily.holmes@mrc-cbu.cam.ac.uk ","10.1177/0956797615583071 ","Others","England","Europe",4,72,"47","0.652777778","25.72","Between-subject",1,1,1,1,1,1,1,1,1,1,1,11,"Figure 4, page 1210; page 1211","Tetris","Trauma reminder + tetris","Unspecified","No-Task","No-task","No-Task","Trauma reminder + tetris","Behavioural","Imagery","Indirect","Task",18,18,36,"Delayed post","Trauma film","Trauma film","11","12 minutes","Intrusion Frequency","Intrusion frequency","Intrusion diary","Intrusion diary","2nd day post trauma film","7 days","Real Time","Image","Null","Both conditions did not significantly in terms of diary intrusions.",NA,NA,"Yes","Null",3.525,0.493333333333333,2.09666666666667,5.08,0.55,2.33,"-3.205","t(32.23)=0.22",NA,"0.83","Not provided","Not provided","Sample ethnicity reported but many ethnicities in the sample~ should we switch to binary coding?","Stats extracted from figure 4",NA,NA,"Film","No","James et al., 2015, Exp. 2","James et al., 2015","James et al., 2015, Exp. 2","Trauma reminder + tetris",NA,NA,NA,"24 hours",-1,NA,NA,-1.40666666666667,-1,0.546864530726586,0.0875471771674299,0.295883722376595,-0.0330675651315397,1.12679662658471,1.84824135080519,0.0645674359126597,1.08241573868164,0.333333333333333,0.00292765532270628,0,0.0111205470028932,0
12,1,1,49,"SZ",8,1,"Behavioural",NA,49,2015,"Published","Journal Article","Sleep","Psychological effect of an analogue traumatic event reduced by sleep deprivation","Porcheret, Kate; Holmes, Emily A.; Goodwin, Guy M.; Foster, Russell G.; Wulff, Katharina","emily.holmes@mrc-cbu.cam.ac.uk","10.5665/sleep.4802","Web of Science","England","Europe",2,42,"29","0.69047619","21.52","Between-subject",1,1,1,1,1,1,0,0,1,1,1,9,"page 1021","Sleep","Sleep","Increase","Sleep deprivation","Experimental task","No sleep","Sleep","Behavioural","Other","Indirect","Task",21,18,39,"Immediate post","Trauma film","Trauma film","6","15min1s","Intrusion frequency","Intrusion frequency","Intrusion Diary","Intrusion diary","12 hours post trauma film","6 days","Real Time","Image","Negative","significantly fewer
intrusive memories in daily life were reported by the sleep deprived group  compared to the sleep group","Actigraphy",NA,"No",NA,3.76,NA,3.35,2.28,NA,2.91,"1.48",NA,"2.61","0.009","Not provided","Not provided",NA,NA,NA,NA,"Film","Yes","Porcheret et al., 2015","Porcheret et al., 2015","Porcheret et al., 2015","Sleep",NA,NA,NA,NA,1,NA,NA,NA,NA,-0.45944,0.10588,0.325392071200268,-1.09720845955252,0.178328459552524,-1.41195819033104,0.157962272190042,-1.25395364449007,0,0.00939696109518719,0,-0.0971079953912857,0
13,1,1,52.5,"MMV & SZ",9,1,"Behavioural",NA,52.5,2016,"Published","Journal Article","Journal Of Behavior Therapy And Experimental Psychiatry","Contextual representations of negative images modulate intrusion frequency in an intrusion provocation paradigm ","Krans, J., Pearson, D., G., Maier, B., & Moulds, M., L.","david.pearson@anglia.ac.uk ","10.1016/j.jbtep.2015.09.004 ","Others","Australia","Australia",3,110,"64","0.581818182","24.43","Between-subject",1,1,1,1,1,1,0,0,1,1,1,9,"Table 1, page 5","Severe Outcome Contextual Information","Severe outcome contextual information","Unspecified","Context-Free","No-task","No-Task","Contextual information","Behavioural","Verbal","Direct","Task",37.5,35,72.5,"Peri","Negative Pictures","Picture Viewing","18",NA,"Intrusion Frequency","Intrusion frequency","Diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image","Null","Both conditions did not significantly in terms of diary intrusions.",NA,NA,"Yes","Null",3.49,NA,3.47,3.43,NA,2.83,"0.23",NA,NA,"0.904","Not provided","Not provided",NA,NA,NA,NA,"Picture","No","Krans et al., 2016","Krans et al., 2016","Krans et al., 2016","Contextual information",NA,NA,NA,NA,0,"F(2, 107) = 0.10",NA,NA,NA,-0.016948003243552,0.0442089848760435,0.210259327679044,-0.429056285494478,0.395160279007374,-0.0806052384483161,0.935755900084853,-0.368113550586161,0,0.000148125585745419,0,-0.00581360124262069,0
14,1,1,60,"SZ",10,1,"Behavioural",NA,60,2016,"Published","Journal Article","Behavior Therapy","""Why"" or ""How"": The Effect of Concrete Versus Abstract Processing on Intrusive Memories Following Analogue Trauma","White, Rachel; Wild, Jennifer","rachel.white@slam.nhs.uk","10.1016/j.beth.2016.02.004","Web of Science","England","Europe",2,50,"28","0.56","25.98","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"page 411, Figure 3","Concrete processing","Concrete processing","Decrease","Abstract processing","Experimental task","Film-related rumination","Concrete processing vs. Film-related rumination","Behavioural","Imagery vs. Verbal","Direct","Instruction",25,25,50,"Peri","Trauma film","Trauma film","8","Not Provided","Intrusion Frequency","Intrusion frequency","Intrusion Diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Not provided","Positive","participants in the concrete condition reported significantly fewer intrusive memories over the following week than those in the abstract condition",NA,NA,"No",NA,6.22,NA,NA,11.61,NA,NA,"-5.39","t(48)=2.07",NA,"0.044","0.59","Cohen's d","Stats extracted from figure 3. But SE is not marking in the figure",NA,NA,NA,"Film","No","White & Wild, 2016","White & Wild, 2016","White & Wild, 2016","Concrete processing vs. Film-related rumination",NA,NA,NA,NA,-1,NA,NA,-2.07,-0.59,0.57629,0.08332,0.288652039660211,0.0105320022659865,1.14204799773401,1.99648684512462,0.0458809562340423,0.95626078245261,0,0.00617494625467868,0,0.0785698451027767,0
15,1,1,63.5,"MMV & SZ",11,1,"Behavioural",NA,63.5,1995,"Published","Journal Article","Behaviour Research And Therapy","Worry and the incubation of intrusive images following stress","Wells, A.; Papageorgiou, C.","Not reported","10.1016/0005-7967(94)00087-Z","Web of Science","England","Europe",5,70,"35","0.5","28.47","Between-subject",1,1,0,0,1,1,0,0,0,1,1,6,"Table 1, page 581","Usual-Worry (UW)","Non-film related rumination","Increase","No-task","No-task","No-Task","Non-film related rumination","Behavioural","Verbal","Indirect","Task",14,14,28,"Immediate post","Trauma film","Trauma film","1","8min","Intrusion Frequency","Intrusion frequency","Intrusion Diary","Intrusion diary","Same day post trauma film","3 days","Real Time","Image","Null","Both conditions did not significantly in terms of diary intrusions.",NA,NA,"No",NA,5.075,NA,4.575,1.4,NA,1.6,"5.5",NA,NA,NA,"Not Reported","Not Reported","intrusive images recoded",NA,NA,NA,"Film","No","Wells & Papageorgiou, 1995","Wells & Papageorgiou, 1995","Wells & Papageorgiou, 1995","Non-film related rumination",NA,NA,NA,NA,1,NA,NA,NA,NA,-0.863225188594676,0.112901836546904,0.336008685225403,-1.52180221163647,-0.204648165552886,-2.56905617786517,0.0101975924376184,-2.19424603399387,0.5,0.000879463842010034,0,-0.0187498479995266,0
16,1,1,66,"MMV & SZ",12,1,"Behavioural",NA,66,2002,"Unpublished","Dissertation",NA,"Dissociation and later intrusive memories","Stuart, Ailsa","Not Reported",NA,"PsycInfo & ProQuest","England","Europe",1,20,"7","0.35","24.5","Within-subject",1,1,1,1,1,1,0,0,1,0,1,8,"Table 33, page 55","Grounding technique","Clay modeling","Decrease","No-task","No-task","No-Task","Clay modeling","Behavioural","Imagery","Indirect","Task",20,20,20,"Peri","Trauma film","Trauma film","5","13min","Intrusion Frequency","Intrusion frequency","Seven Day Diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image","Positive","grounding task had lower intrusions than no-task",NA,NA,"Yes","Null",0.95,NA,1.09,2.4,NA,1.9,"-1.45","t(19)=-2.3",NA,"0.03","Not Reported","Not Reported",NA,NA,NA,NA,"Film","No","Stuart, 2002, Exp. 1","Stuart, 2002","Stuart, 2002, Exp. 1","Clay modeling",NA,NA,NA,NA,-1,NA,NA,-2.3,NA,0.91754,0.11052,0.332445484252682,0.265946850864744,1.56913314913526,2.75997131398123,0.00578064371165838,1.61098207697417,0,0.0159386460366937,0,0.126989480159307,0
17,NA,1,68,"MMV & SZ",12,2,"Behavioural",NA,68,2002,"Unpublished","Dissertation",NA,"Dissociation and later intrusive memories","Stuart, Ailsa","Not Reported",NA,"PsycInfo & ProQuest","England","Europe",1,17,"5","0.294117647","Not Reported","Within-subject",0.5,1,1,1,1,1,0,0,1,0,1,7.5,"Table 8, page 103","Hypnosis induction","Dissociation","Increase","No-task","No-task","No-Task","Dissociation","Behavioural","Other","Indirect","Instruction",17,17,17,"Peri","Trauma film","Trauma film","5","13min","Intrusion Frequency","Intrusion frequency","Seven Day Diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image","Null","Both conditions did not significantly in terms of intrusions.",NA,NA,"Yes","Null",0.88,NA,0.99,1.7,NA,1.5,"-0.82","t(16)=-2.08",NA,"0.054","Not Reported","Not Reported",NA,NA,NA,NA,"Film","No","Stuart, 2002, Exp. 2","Stuart, 2002","Stuart, 2002, Exp. 2","Dissociation",NA,NA,NA,NA,-1,NA,NA,-2.08,NA,0.62998,0.12348,0.351397211144312,-0.058758533842851,1.31871853384285,1.79278599835353,0.0730071491865536,0.983315197381299,0,0.00548024826970589,0,0.074034006848427,0
19,1,1,73,"MMV & SZ",14,1,"Behavioural",NA,73,2009,"Published","Journal Article","Plos One","Can playing the computer game ""tetris'' reduce the build-up of flashbacks for trauma? a proposal from cognitive science","Holmes, Emily A.; James, Ella L.; Coode-Bate, Thomas; Deeprose, Catherine","emily.holmes@psych.ox.ac.uk","10.1371/journal.pone.0004153","Web of Science","England","Europe",2,40,"18","0.45","23.4","Between-subject",1,1,0,0,1,1,0,0,0,1,1,6,"Figure 2, page 4","Reminder + Tetris","Trauma reminder + tetris","Decrease","Reminder + No-task","Experimental task","Trauma reminder","Trauma reminder + tetris vs. Trauma reminder","Behavioural","Imagery","Direct + indirect","Task",20,20,40,"Immediate post","Trauma film","Trauma film","11","12min","Intrusion Frequency","Intrusion frequency","Daily diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image","Positive","Tetris condition had  fewer diary intrusions than control condition",NA,NA,"Yes","Null",2.83,0.57,2.55,6.72,1.17,5.22,"-3.89","t(38)=2.87",NA,"< .01","Not Reported","Not Reported","image-based intrusions",NA,NA,NA,"Film","No","Holmes et al., 2009","Holmes et al., 2009","Holmes et al., 2009","Trauma reminder + tetris vs. Trauma reminder",NA,NA,NA,NA,-1,NA,NA,-2.87,NA,0.9281,0.11077,0.33282127335854,0.275770304217262,1.58042969578274,2.78858376639939,0.00529390550083361,1.63229381301253,0,0.0163544887280637,0,0.12866576542912,0
20,1,1,77.5,"MMV & SZ",15,1,"Behavioural",NA,77.5,2009,"Published","Journal Article","Memory","Does post-event cognitive load undermine thought suppression and increase intrusive memories after exposure to an analogue stressor?","Nixon, Reginald D. V.; Cain, Neralie; Nehmy, Thomas; Seymour, Melanie","reg.nixon@flinders.edu.au","10.1080/09658210802592353","Web of Science","Australia","Australia",5,120,"58","0.483333333","24.47","Between-subject",1,1,0,0,1,1,0,0,0,1,1,6,"Table 2, page 250","Verbal cognitive load and thought suppression","Thought suppression","Increase","No-task","No-task","No-Task","Thought suppression","Behavioural","Imagery","Indirect + direct","Task+instruction",24,24,NA,"Immediate post","Trauma film","Trauma film","1","5min","Intrusion Frequency","Intrusion frequency","Daily thought diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Not reported","Null","Both conditions did not significantly in terms of diary intrusions.",NA,NA,"Yes","Null",12.2675,NA,12.3775,18.29,NA,20.88,"-9.5",NA,NA,NA,"Not Reported","Not Reported","Intrusion content info Not Reported",NA,NA,NA,"Film","No","Nixon et al., 2009a","Nixon et al., 2009","Nixon et al., 2009a","Thought suppression",NA,NA,NA,NA,-1,NA,NA,NA,NA,0.343629707418466,0.0593982336966812,0.24371752849699,-0.134056648435634,0.821316063272567,1.40995073082201,0.158554231467582,0.46159874653616,0,0.000205634436925051,0,0.00411613184812614,0
22,1,1,105,"MMV & SZ",17,1,"Pharmacological","Alcohol",105,2010,"Published","Journal Article","Biological Psychiatry","Acute effects of alcohol on intrusive memory development and viewpoint dependence in spatial memory support a dual representation model","Bisby, James A.; King, John A.; Brewin, Chris R.; Burgess, Neil; Curran, H. Valerie","j.bisby@ucl.ac.uk.","10.1016/j.biopsych.2010.01.010","Web of Science","England","Europe",3,48,"24","0.5","22.80667","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Figure 2, page 284","Low dose alcohol","Low dose alcohol","Increase","Placebo","Experimental task","Placebo","Low vs. High alcohol","Pharmacological",NA,NA,NA,16,16,32,"Pre","Trauma film","Trauma film","5","12.5min","Intrusion Frequency","Intrusion frequency","Online diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image","Negative","Low-dose alcohol increased intrusion than placebo.",NA,NA,"Yes","Negative",2.91333333333333,0.696666666666667,2.79333333333333,1.4,0.416666666666667,1.67333333333333,"2.27",NA,NA,NA,"Not Reported","Not Reported","Intrusions of imagery and thought",NA,NA,NA,"Film","No","Bisby et al., 2010","Bisby et al., 2010","Bisby et al., 2010","Low vs. High alcohol",NA,NA,NA,NA,1,NA,NA,NA,NA,-0.593406904662794,0.0960866640575882,0.309978489669184,-1.20096474441439,0.0141509350888064,-1.91434865463114,0.0555756214894129,-1.47532746857897,0,0.000575516757863813,0,-0.0189867323536723,0
23,1,1,107.5,"MMV & SZ",18,1,"Behavioural",NA,107.5,2010,"Published","Journal Article","Journal Of Behavior Therapy And Experimental Psychiatry","Is it mere distraction? peri-traumatic verbal tasks can increase analogue flashbacks but reduce voluntary memory performance","Bourne, Corin; Frasquilho, Francisco; Roth, Anthony D.; Holmes, Emily A.","emily.holmes@psych.ox.ac.uk","10.1016/j.jbtep.2010.03.001","Web of Science","England","Europe",3,40,"17","0.425","29.05","Between-subject",1,1,0,0,1,1,1,0,0,1,1,7,"Figure 1, page 320","Visuospatial tapping task","Number counting","Increase","No-Task","No-task","No-Task","Number counting","Behavioural","Verbal","Indirect","Task",13,14,27,"Peri","Trauma film","Trauma film","5","13 minutes","Intrusion Frequency","Intrusion frequency","Intrusion diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image","Positive","Visuospatial tapping significantly reduced intrusions compared to control condition",NA,NA,"Yes","Null",3.905,0.915,3.385,3.77,0.79,2.95,"2.58","t(27)=1.67",NA,"0.11","0.87","Cohen's d","image-based intrusions",NA,NA,NA,"Film","No","Bourne et al., 2010, Exp. 1","Bourne et al., 2010","Bourne et al., 2010, Exp. 1","Number counting",NA,NA,NA,NA,0,NA,NA,-0.315,0.035,-0.0529062403728864,0.126592886781015,0.355798941511938,-0.750272165736285,0.644459684990512,-0.148697014521926,0.881792717114624,-0.04223750315343,0,0.0101184920492104,0,-0.0171691829204172,0
24,NA,1,109,"MMV & SZ",18,2,"Behavioural",NA,109,2010,"Published","Journal Article","Journal Of Behavior Therapy And Experimental Psychiatry","Is it mere distraction? peri-traumatic verbal tasks can increase analogue flashbacks but reduce voluntary memory performance","Bourne, Corin; Frasquilho, Francisco; Roth, Anthony D.; Holmes, Emily A.","emily.holmes@psych.ox.ac.uk","10.1016/j.jbtep.2010.03.001","Web of Science","England","Europe",2,38,"26","0.684210526","19.68","Between-subject",1,1,0,1,1,1,1,0,0,1,1,8,"Figure 2, page 322","Verbal interference task","Number counting","Increase","No-Task","No-task","No-Task","Number counting","Behavioural","Verbal","Indirect","Task",19,19,38,"Peri","Trauma film","Trauma film","5","13 minutes","Intrusion Frequency","Intrusion frequency","Intrusion diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image","Negative","Verbal interference significantly increased intrusions compared to control condition",NA,NA,"Yes","Negative",6.3,0.92,4.03,3.23,0.34,1.47,"3.07","t(36)=2.45",NA,"0.02","1.54","Cohen's d","image-based intrusions",NA,NA,NA,"Film","No","Bourne et al., 2010, Exp. 2","Bourne et al., 2010","Bourne et al., 2010, Exp. 2","Number counting",NA,NA,NA,NA,1,NA,NA,2.45,1.54,-0.99084,0.11818,0.343773181036567,-1.66463543483167,-0.317044565168329,-2.88224926974337,0.00394847237016023,-2.32273906270466,1,0.0279751956204588,0,-0.169630466168875,0
25,1,1,110.5,"MMV & SZ",19,1,"Behavioural",NA,110.5,2012,"Published","Journal Article","Journal Of Experimental Psychopathology","The effect of rumination on intrusive images and mood: an experimental investigation using the trauma film paradigm","Ball, Sarah C.;Brewin, Chris R.","sarah.ball@eastlondon.nhs.uk","10.5127/jep.019511","PsycInfo & ProQuest","England","Europe",3,57,"42","0.7","22.61316","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table 2, page 303","Non-film related rumination (NfR)","Non-film related rumination","Increase","No-task","No-task","No-Task","Non-film related rumination","Behavioural","Verbal","Indirect","Instruction",19,19,38,"Immediate + delayed post","Trauma film","Trauma film","5","12.5min","Intrusion Frequency","Intrusion frequency","Intrusion Diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image","Null","Both conditions did not significantly in terms of intrusions.",NA,"DASS-21","No",NA,6.685,NA,3.975,4.42,NA,3.67,"2.73",NA,NA,NA,"Not Reported","Not Reported","image-based intrusions",NA,NA,NA,"Film","No","Ball & Brewin, 2012","Ball & Brewin, 2012","Ball & Brewin, 2012","Non-film related rumination",NA,NA,NA,NA,1,NA,NA,NA,NA,-0.575729731714188,0.0877897050478747,0.296293275401037,-1.15646455150022,0.00500508807184452,-1.94310765553126,0.0520031522463557,-1.47472487788076,0,0.00142905286764115,0,-0.0356081162231028,0
26,1,1,114.5,"MMV & SZ",20,1,"Behavioural",NA,114.5,2012,"Published","Journal Article","Journal Of Behavior Therapy And Experimental Psychiatry","Imagery in the aftermath of viewing a traumatic film: using cognitive tasks to modulate the development of involuntary memory","Deeprose, Catherine; Zhang, Shuqi; DeJong, Hannah; Dalgleish, Tim; Holmes, Emily A.","Catherine.Deeprose@psych.ox.ac.uk","10.1016/j.jbtep.2011.10.008","Web of Science","England","Europe",3,60,"39","0.65","27.4","Between-subject",1,1,1,1,1,1,0,0,0,1,1,8,"Figure 1, page 761","Visuospatial tapping task","Number counting","Increase","No-task","No-task","No-Task","Number counting","Behavioural","Verbal","Indirect","Task",20,20,40,"Immediate post","Trauma film","Trauma film","13","9min","Intrusion Frequency","Intrusion frequency","Intrusion Diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image + sensory","Positive","Visuospatial tapping significantly reduced intrusions compared to no-task condition",NA,NA,"No",NA,3.3,NA,1.985,4.5,NA,4.76,"0.2","t(38)=2.20",NA,"0.86","Not Reported","Not Reported","visual and audio intrusions; Got stat info from the author via email",NA,NA,NA,"Film","No","Deeprose et al., 2012, Exp. 1","Deeprose et al., 2012","Deeprose et al., 2012, Exp. 1","Number counting",NA,NA,NA,NA,0,NA,NA,-1.01,-0.66,0.287336650865117,0.0822232297211806,0.28674593235333,-0.27468537654741,0.849358678277644,1.00206007634333,0.316314578434544,0.355585227540854,0,0.00378101112564337,0,0.0041393306361323,0
27,NA,1,116.5,"MMV & SZ",20,2,"Behavioural",NA,116.5,2012,"Published","Journal Article","Journal Of Behavior Therapy And Experimental Psychiatry","Imagery in the aftermath of viewing a traumatic film: using cognitive tasks to modulate the development of involuntary memory","Deeprose, Catherine; Zhang, Shuqi; DeJong, Hannah; Dalgleish, Tim; Holmes, Emily A.","Catherine.Deeprose@psych.ox.ac.uk","10.1016/j.jbtep.2011.10.008","Web of Science","England","Europe",3,75,"37","0.493333333","25.5","Between-subject",1,1,1,1,1,1,0,0,0,1,1,8,"Figure 2, page 762","Reminder + Visuospatial tapping task","Trauma reminder + number counting","Increase","No-task","No-task","No-Task","Trauma reminder + number counting","Behavioural","Imagery + verbal","Direct + indirect","Task",25,25,50,"Immediate post","Trauma film","Trauma film","14","22min","Intrusion Frequency","Intrusion frequency","Intrusion Diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image + sensory","Positive","Visuospatial tapping significantly reduced intrusions compared to no-task condition",NA,NA,"Yes","Null",4.86,NA,4.295,4.92,NA,3.56,"1.84","t(48)=2.06",NA,"0.16","Not Reported","Not Reported","visual and audio intrusions; Got stat info from the author via email",NA,NA,NA,"Film","No","Deeprose et al., 2012, Exp. 2","Deeprose et al., 2012","Deeprose et al., 2012, Exp. 2","Trauma reminder + number counting",NA,NA,NA,NA,0,NA,NA,-0.32,-0.6,0.0760743230753209,0.0659234379090981,0.256755599567172,-0.427166652076337,0.579315298226979,0.296290804187187,0.767008008044808,-0.11809050105766,0,0.00791188898789465,0,-0.0139684009163154,0
28,1,1,118.5,"MMV & SZ",21,1,"Behavioural",NA,118.5,2012,"Published","Journal Article","Journal Of Experimental Psychopathology","Anxiety symptoms influence the effect of post-trauma interventions after analogue trauma","Hagenaars, Muriel A.","m.hagenaars@psych.ru.nl","10.5127/jep.020311","PsycInfo & ProQuest","Netherlands","Europe",2,40,"Not Reported","Not Reported","Not Reported","Between-subject",0.5,1,1,1,1,1,1,0,0,1,1,8.5,"Table 1, page 214","Imagery Rescripting","Imagery rescripting","Decrease","Imagery Reexperience","Experimental task","Imagery re-experience","Imagery rescripting vs. Imagery re-experience","Behavioural","Imagery","Direct","Task",18,22,40,"Immediate post","Trauma film","Trauma film","4","10min","Intrusion Frequency","Intrusion frequency","_Tabular diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Thought","Null","Both conditions did not significantly in terms of intrusions.",NA,NA,"No",NA,2.555,NA,2,2.575,NA,2.55,"0.25","t(38)=.25",NA,"0.8","Not Reported","Not Reported","thought intrusions",NA,NA,NA,"Film","No","Hagenaars, 2012","Hagenaars, 2012","Hagenaars, 2012","Imagery rescripting vs. Imagery re-experience",NA,NA,NA,NA,0,NA,NA,0.25,NA,0.0512644024576052,0.081007600435249,0.284618341705606,-0.506587547285382,0.609116352200592,0.180116299428905,0.857061266779427,-0.186876056656917,0,0.000490168403860335,0,-0.004892242759181,0
30,1,1,123.5,"MMV & SZ",23,1,"Behavioural",NA,123.5,2013,"Published","Journal Article","Consciousness And Cognition","The self and involuntary memory: identifying with the victim increases memory accessibility for stressful events","Krans, Julie","j.krans@unsw.edu.au","10.1016/j.concog.2013.08.006","Web of Science","Australia","Australia",3,40,"38","0.95","19.65","Between-subject",0.5,1,1,1,1,1,1,0,1,1,1,9.5,"Table 1, 1301","Low self-relevance","Contextual information","Unspecified","No-task","No-task","No-Task","Contextual information","Behavioural","Verbal","Direct","Instruction",14,12,26,"Peri","Trauma film","Trauma film","4","7min 55s","Intrusion Frequency","Intrusion frequency","Paper Diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image","Null","Both conditions did not significantly in terms of intrusions.",NA,NA,"No",NA,1.94,NA,2.115,1.42,NA,1.08,"1.38",NA,NA,NA,"Not Reported","Not Reported","Intrusion content info Not Reported; Female size info provided by author via email",NA,NA,NA,"Film","No","Krans, 2013","Krans, 2013","Krans, 2013","Contextual information",NA,NA,NA,NA,0,NA,NA,NA,NA,-0.199214314392106,0.12738488318908,0.356910189248051,-0.898758285318286,0.500329656534073,-0.558163707267134,0.576732601018922,-0.613326727581128,0,0.00363511496206769,0,-0.0212327327156086,0
32,1,1,131,"MMV & SZ",25,1,"Behavioural",NA,131,2013,"Published","Journal Article","Journal Of Behavior Therapy And Experimental Psychiatry","Reducing analogue trauma symptoms by computerized reappraisal training - considering a cognitive prophylaxis?","Woud, Marcella L.; Postma, Peggy; Holmes, Emily A.; Mackintosh, Bundy","M.Woud@psych.ru.nl","10.1016/j.jbtep.2013.01.003","Web of Science","Netherlands","Europe",2,47,"31","0.659574468","29.06","Between-subject",1,1,1,1,1,1,1,0,0,1,1,9,"Page 314","Positive Cognitive Bias Modification-Appraisal (CBM-app)","Positive cbm training","Decrease","Negative Cognitive Bias Modification-Appraisal (CBM-app)","Experimental task","Negative CBM training","Positive vs. Negative cbm training","Behavioural","Emotion","Indirect","Task",22,25,47,"Pre","Trauma film","Trauma film","Not Reported","20min","Intrusion Frequency","Intrusion frequency","Intrusion Diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Image/thought combined","Null","Both conditions did not significantly in terms of intrusions.",NA,NA,"No",NA,7.14,NA,8.08,6.56,NA,6.95,"0.58","t(45)=.26",NA,"0.79","Not Reported","Not Reported","image or thought or both recorded",NA,NA,NA,"Film","No","Woud et al., 2013","Woud et al., 2013","Woud et al., 2013","Positive vs. Negative cbm training",NA,NA,NA,NA,1,NA,NA,0.26,NA,-0.07605,0.08552,0.292438027622948,-0.649228534140978,0.497128534140978,-0.260055098231118,0.794821272958096,-0.472943861281434,0,0.00162083739976279,0,-0.0401322503755569,0
